TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1566315739768, 3.0781417, 1.7938697, 0.71371585, 2.3974147, 3.1393828, 1.139833, -2.9220204, 0.13528858
1566315739768, 2.8753135, 2.7638526, 0.009580079, 0.7927515, 3.4102118, 1.1302456, -3.2149682, 0.12676647
1566315739775, 2.0702364, 1.9950514, -0.11256592, 0.5412744, 3.6985292, 1.1217234, -3.520699, 0.15978967
1566315739775, 1.5725743, 1.4825171, -0.27303225, 0.44786867, 3.9843729, 1.0812434, -3.8296256, 0.20026971
1566315739787, 1.7707733, 1.6334034, -0.52690434, -0.43589357, 4.3139005, 0.9864349, -4.192881, 0.23755397
1566315739787, 2.3063753, 1.9136207, -0.72569096, -1.0633887, 4.513695, 0.88843054, -4.4165864, 0.2790993
1566315739798, 2.4191608, 0.91729254, -0.63707525, -2.1459377, 4.6659307, 0.773382, -4.587029, 0.36325517
1566315739798, 2.8447318, -0.42152345, -0.5125342, -2.7662477, 4.778787, 0.63702816, -4.7074037, 0.5209143
1566315739807, 3.506663, -2.0549269, -0.33769777, -2.8213332, 4.9317093, 0.49641323, -4.8480186, 0.75633776
1566315739807, 3.9731362, -2.7183473, -0.28500733, -2.8836036, 5.1235623, 0.3153183, -5.012069, 1.015197
1566315739818, 3.6221273, -2.5842261, -0.6442603, -2.454895, 5.312073, 0.18429075, -5.1505537, 1.2868395
1566315739818, 4.14935, -2.3590944, -1.3220508, -3.1470559, 5.493643, 0.06391586, -5.274124, 1.5361114
1566315739828, 3.8420804, -1.6334034, -2.078877, -2.787803, 5.709906, -0.049002163, -5.429653, 1.7662084
1566315739828, 3.7951941, -0.98914313, -2.8907888, -2.2513185, 5.9062696, -0.13528858, -5.55855, 1.9920446
1566315739838, 4.505228, -0.3281177, -3.5685792, -2.7303224, 6.1352763, -0.20559604, -5.7236657, 2.1997712
1566315739838, 4.2160683, 0.07185059, -4.0859036, -1.0370435, 6.3643165, -0.2428803, -5.88026, 2.4224114
1566315739848, 5.0577216, 0.39278322, -4.6583133, -1.9303858, 6.7402444, -0.23755397, -6.18173, 2.6759443
1566315739848, 6.364243, -0.4023633, -5.158872, 3.7050953, 7.1853585, -0.13741912, -6.5258102, 3.0040457
1566315739858, 5.3320055, 0.21076173, -5.3241286, -0.19878663, 7.47103, -0.1949434, -6.715427, 3.2682314
1566315739859, 5.804667, 1.1903248, -5.5468655, -1.2286451, 7.6823297, -0.32170987, -6.834737, 3.4930022
1566315739868, 6.595208, 2.0213966, -5.8917484, -2.1674929, 7.829714, -0.46978164, -6.8741517, 3.7188382
1566315739869, 7.4172544, 2.7830129, -6.241421, -2.8836036, 7.949351, -0.6125271, -6.8943915, 3.9095206
1566315739879, 7.852067, 3.6188745, -6.662945, -2.0405567, 7.9999948, -0.79255676, -6.840063, 4.072506
1566315739879, 9.139417, 4.402046, -7.3000197, -3.295547, 8.134343, -0.9768475, -6.8624334, 4.256797
1566315739889, 9.446969, 5.1564775, -7.7526784, -1.5974782, 8.2130785, -1.1366372, -6.8208885, 4.4315
1566315739889, 10.512194, 5.8270826, -8.222102, -2.9913795, 8.271551, -1.3496901, -6.7335367, 4.6104646
1566315739899, 11.09769, 6.8976564, -8.452024, -2.0357666, 8.269074, -1.5393071, -6.5843997, 4.7596016
1566315739899, 12.147912, 8.013736, -8.811277, -2.3902297, 8.194963, -1.7491642, -6.3543024, 4.870389
1566315739909, 13.355746, 9.457932, -9.182506, -2.1459377, 8.100101, -1.9345202, -6.1039653, 4.9609365
1566315739909, 14.528493, 10.870995, -9.611214, -0.7232959, 7.9540887, -2.1145499, -5.813148, 5.0003514
1566315739918, 15.727591, 12.16191, -9.968072, -0.28740236, 7.8163705, -2.2530344, -5.559615, 5.011004
1566315739919, 16.758799, 13.155843, -10.360855, 0.6586304, 7.6841493, -2.352104, -5.3114085, 5.0301785
1566315739929, 17.640467, 13.802498, -10.835069, 1.8106349, 7.5394745, -2.4234767, -5.0493536, 5.047223
1566315739929, 18.553188, 14.499449, -11.242222, 2.7566676, 7.3850965, -2.453304, -4.770254, 5.075985
