TimeStamp(epoch),ColourHit,CorrectColour,CorrectOrNot 
1565632703249, GREEN, GREEN, True 
1565632705944, BLUE, BLUE, True 
1565632709491, YELLOW, YELLOW, True 
1565632711638, BLUE, BLUE, True 
1565632713504, GREEN, GREEN, True 
1565632715552, RED, RED, True 
