TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1566315694369, 10.57467, -0.07903565, 4.26553, 9.6758795, 0.483251, -0.37390783, 0.046871636, -0.30253512
1566315694369, 8.811208, -0.2921924, 4.054768, 7.817344, 0.46541452, -0.38242993, 0.0, -0.26525086
1566315694370, 10.575021, -0.42870852, 4.1960745, 9.697434, 0.43697274, -0.36325517, 0.0, -0.2428803
1566315694370, 9.389431, -0.5364844, 4.014053, 8.471185, 0.4162254, -0.35260254, -0.05539375, -0.21411815
1566315694370, 10.605388, -0.53169435, 4.1721244, 9.735755, 0.37997848, -0.32277513, -0.068176925, -0.18855181
1566315694371, 9.955003, -0.39757326, 4.2248144, 9.005274, 0.3950006, -0.33981937, -0.10013486, -0.17470337
1566315694371, 10.455099, -0.43349856, 4.1864944, 9.570498, 0.35651365, -0.2972088, -0.11504856, -0.15978967
1566315694373, 10.633828, -0.46463382, 4.129014, 9.788445, 0.32100186, -0.28229508, -0.08841695, -0.12463594
1566315694373, 10.073013, -0.3065625, 4.1242237, 9.1849, 0.29930142, -0.26631612, -0.09054748, -0.10226539
1566315694379, 10.959714, -0.23471193, 4.0978785, 10.162068, 0.2655245, -0.24607609, -0.034088463, -0.09374327
1566315694379, 9.858255, -0.098195806, 4.1002736, 8.964559, 0.24927643, -0.23542345, -0.022370555, -0.07882957
1566315694389, 11.080998, 0.05748047, 4.0835085, 10.30098, 0.2227753, -0.21198763, 0.018109497, -0.066046394
1566315694389, 10.198349, 0.117355965, 4.119434, 9.328602, 0.21184841, -0.19920446, 0.040480047, -0.05965481
1566315694399, 10.887984, 0.1580713, 4.129014, 10.073453, 0.17430669, -0.1555286, 0.060720075, -0.05006743
1566315694400, 10.682977, 0.12693603, 4.143384, 9.845925, 0.16005221, -0.13528858, 0.066046394, -0.054328486
1566315694410, 10.566349, 0.16525635, 4.1314087, 9.72378, 0.15218003, -0.11504856, 0.07456851, -0.066046394
1566315694410, 10.58287, 0.17483643, 4.133804, 9.740545, 0.13953337, -0.10013486, 0.06924219, -0.068176925
1566315694420, 10.416048, 0.047900394, 4.176914, 9.541759, 0.11655278, -0.08628642, 0.054328486, -0.056459017
1566315694420, 10.417261, 0.043110352, 4.174519, 9.544153, 0.09980567, -0.0777643, 0.04261058, -0.04580637
1566315694430, 10.274569, -0.026345216, 4.2008643, 9.376502, 0.08456616, -0.066046394, 0.035153728, -0.039414786
