TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1565633690569, 8.738642, 0.8669971, 3.300337, 8.044871, 0.27349302, 0.19600865, 0.16298546, -0.099069595
1565633690570, 8.903777, 0.83586186, 3.2284865, 8.255632, 0.31389531, 0.18216023, 0.24607609, -0.06924219
1565633690580, 8.912199, 0.79993653, 2.9530592, 8.370594, 0.35696056, 0.16937704, 0.3121225, -0.036218993
1565633690581, 9.074463, 0.7927515, 3.0033545, 8.52627, 0.41247198, 0.14913702, 0.38456047, -0.002130529
1565633690590, 9.311791, 0.7544312, 3.0704153, 8.758587, 0.44665715, 0.13422333, 0.4250405, 0.02876214
1565633690590, 9.706698, 0.85023195, 3.0368848, 9.18011, 0.48927307, 0.13635385, 0.4676511, 0.04580637
1565633690600, 10.055774, 0.99393314, 2.9913795, 9.5489435, 0.5182618, 0.15339808, 0.49002165, 0.070307456
1565633690600, 10.216875, 1.2454102, 2.9099488, 9.7142, 0.5246966, 0.18002969, 0.4889564, 0.06178534
1565633690612, 10.31541, 1.2406201, 2.823728, 9.843531, 0.53165233, 0.21198763, 0.48363006, 0.06178534
1565633690612, 9.952645, 1.4322218, 2.6896071, 9.474698, 0.4686546, 0.23329292, 0.40266997, 0.05539375
1565633690621, 10.747186, 1.7172291, 2.4692652, 10.317744, 0.38882884, 0.2545982, 0.29294774, 0.023435818
1565633690622, 10.07804, 1.9303858, 2.2058132, 9.642349, 0.28439766, 0.24607609, 0.14168017, -0.015978966
1565633690631, 9.996012, 2.4908204, 2.1507277, 9.438772, 0.23518954, 0.221575, -0.002130529, -0.07882957
1565633690632, 9.773701, 2.5578809, 1.9447559, 9.230406, 0.2612158, 0.16937704, -0.14061491, -0.14061491
1565633690642, 9.223923, 2.8907888, 1.7794995, 8.576566, 0.35511035, 0.11717909, -0.2727077, -0.1949434
1565633690643, 9.647457, 2.9626393, 1.7771046, 9.0076685, 0.4612066, 0.040480047, -0.38242993, -0.2545982
1565633690652, 8.462848, 3.2260914, 1.6525636, 7.647298, 0.57669586, -0.026631612, -0.46978164, -0.3334278
1565633690653, 8.922599, 3.278782, 1.585503, 8.145462, 0.6674959, -0.11504856, -0.5294364, -0.3898868
1565633690663, 7.9337454, 3.3530276, 1.3603711, 7.060518, 0.77194786, -0.23116238, -0.58909124, -0.44208476
1565633690663, 8.181563, 3.3673975, 1.3867164, 7.326365, 0.8564759, -0.31638354, -0.6221144, -0.49641323
1565633690673, 7.888107, 3.4296682, 1.2981006, 6.983877, 0.9544169, -0.41438788, -0.6530071, -0.5592638
1565633690673, 7.492335, 3.6212697, 1.1256592, 6.461763, 1.0408577, -0.49641323, -0.66579026, -0.62744075
1565633690682, 7.9698424, 3.4344583, 1.2382251, 7.084468, 1.080644, -0.58056915, -0.6423545, -0.6466155
1565633690683, 7.6678567, 3.1494508, 1.8058448, 6.7539554, 1.1579067, -0.6412892, -0.64341974, -0.71798825
1565633690693, 8.311757, 3.4871485, 0.93405765, 7.486831, 1.189961, -0.6924219, -0.5901565, -0.7669904
1565633690693, 7.332952, 3.422483, 0.7831714, 6.437813, 1.2393953, -0.74675035, -0.51984906, -0.84155893
1565633690703, 7.6673603, 3.2141163, 0.88376224, 6.9048414, 1.2505615, -0.7584683, -0.43569317, -0.89375687
1565633690704, 7.493071, 3.04407, 1.0801538, 6.7611403, 1.274376, -0.79894835, -0.36964676, -0.9214538
1565633690713, 7.4158416, 2.912344, 1.0130934, 6.744375, 1.2915162, -0.8085357, -0.29827404, -0.9619338
1565633690713, 7.4179525, 2.8380983, 1.0154883, 6.7779055, 1.3110125, -0.82344943, -0.22050974, -0.9960223
1565633690723, 7.593794, 2.3854396, 0.9484278, 7.1467385, 1.340606, -0.83942837, -0.21624869, -1.0226538
1565633690724, 8.105644, 1.6669337, 1.2597803, 7.831714, 1.3943498, -0.87138635, -0.3291667, -1.0375676
1565633690734, 9.687749, 0.5460645, 1.7483643, 9.513018, 1.4798076, -0.90973586, -0.58696073, -1.0088054
1565633690735, 11.873203, -0.62989014, 2.5459058, 11.57992, 1.7840457, -0.9821738, -1.1195929, -0.9821738
1565633690744, 14.096806, -2.0237916, 3.1446607, 13.591737, 2.1103003, -1.026915, -1.6106799, -0.8969527
1565633690744, 16.242407, -4.0020776, 4.071533, 15.205979, 1.9933071, -0.84688526, -1.6479641, -0.7350325
1565633690754, 18.379522, -5.1157618, 5.127737, 16.892073, 1.8985767, -0.6423545, -1.7033578, -0.5390238
1565633690754, 15.176658, -4.1218286, 4.785249, 13.800103, 1.6431206, -0.47830373, -1.5286545, -0.36645097
1565633690762, 13.561215, -3.4943337, 4.138594, 12.432547, 1.2906812, -0.22370553, -1.2495552, -0.23329292
1565633690762, 13.596559, -3.0153298, 3.9901028, 12.643309, 1.0153898, 0.08628642, -1.0088054, -0.07669904
1565633690774, 12.968507, -2.3543043, 3.7218604, 12.197835, 0.8728501, 0.34408042, -0.8021441, 0.0063915867
1565633690775, 11.525863, -1.2430152, 3.2165112, 10.997931, 0.8837234, 0.5251754, -0.7094661, 0.04261058
1565633690784, 10.020493, 0.2802173, 2.6345215, 9.663904, 0.88291407, 0.6199839, -0.628506, 0.011717909
1565633690785, 8.431919, 1.3603711, 2.3423293, 7.9849954, 0.85584235, 0.64768076, -0.5581986, -0.037284255
1565633690793, 7.402581, 1.8010547, 2.327959, 6.792276, 0.8100697, 0.5933523, -0.5496765, -0.04474111
1565633690794, 6.503612, 2.2728736, 2.3638844, 5.616321, 0.7338721, 0.49215218, -0.5273059, -0.13528858
