TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1565633122062, 7.3174047, -0.62031007, -1.1064991, 7.206614, 1.7724048, -0.19920446, -1.3699301, 1.1068097
1565633122070, 8.369065, -0.5221143, -0.9484278, 8.298743, 1.854253, -0.19600865, -1.4040185, 1.1952267
1565633122070, 6.821548, -0.05269043, -1.0681788, 6.7371902, 1.935954, -0.20772657, -1.4530207, 1.2623384
1565633122080, 7.69207, 0.5484595, -1.0035132, 7.606582, 1.9574454, -0.20559604, -1.4615428, 1.2857742
1565633122080, 6.902937, 1.3028907, -1.3699512, 6.638994, 2.010773, -0.23542345, -1.5297197, 1.2836437
1565633122090, 7.2102404, 1.9232007, -1.5112574, 6.782696, 2.0705502, -0.23755397, -1.6181368, 1.2697952
1565633122091, 8.0358305, 2.1650977, -1.6262183, 7.565867, 2.12146, -0.24394555, -1.6969663, 1.2495552
1565633122100, 7.064725, 2.5818312, -1.7387843, 6.342012, 2.119899, -0.25566345, -1.7246631, 1.2058793
1565633122101, 8.040977, 2.5363257, -1.3986914, 7.5012016, 2.1033256, -0.28442562, -1.7086842, 1.1930962
1565633122111, 6.2979116, 2.5147705, -1.4370118, 5.592371, 2.0707343, -0.34940675, -1.6628778, 1.1835088
1565633122111, 7.4409947, 2.7518775, -1.5088624, 6.7467704, 1.9761628, -0.41758367, -1.546764, 1.1568772
1565633122121, 6.6665874, 3.0919704, -1.9687061, 5.5684204, 1.889154, -0.47297743, -1.4413028, 1.1259845
1565633122121, 7.189965, 3.2620168, -2.0046315, 6.085745, 1.8330088, -0.51665324, -1.3667343, 1.1068097
1565633122131, 7.478708, 3.2548318, -1.8681153, 6.468948, 1.8163266, -0.5613944, -1.3454291, 1.0833739
1565633122131, 7.711971, 3.3530276, -2.0070264, 6.6485744, 1.8155138, -0.58483016, -1.3454291, 1.0695255
1565633122141, 7.77963, 3.288362, -2.0549269, 6.744375, 1.8382097, -0.6263755, -1.3699301, 1.0535465
1565633122142, 7.6820674, 3.0249097, -2.0453467, 6.758745, 1.9234568, -0.6423545, -1.4647386, 1.0684602
1565633122151, 7.7164135, 2.7303224, -2.0525317, 6.919212, 2.042949, -0.65513766, -1.5968314, 1.0929613
1565633122151, 7.6286736, 2.7087672, -2.2106032, 6.7803006, 2.1437244, -0.6359629, -1.7235979, 1.1046792
1565633122161, 6.9689283, 2.3064039, -2.2106032, 6.1935205, 2.2795746, -0.6306366, -1.8588865, 1.1590078
1565633122162, 7.6383805, 2.0549269, -2.201023, 7.0198026, 2.4331574, -0.61891866, -2.0090888, 1.2250541
1565633122172, 7.173595, 1.8776954, -2.4860303, 6.461763, 2.6111598, -0.6295713, -2.1774006, 1.2964269
1565633122172, 6.6336474, 2.0333717, -2.7710378, 5.6738014, 2.836471, -0.64768076, -2.4032366, 1.3603427
1565633122182, 7.430678, 2.184258, -2.579436, 6.6174393, 2.9601665, -0.6775082, -2.514024, 1.4082797
1565633122182, 5.3974886, 2.1746778, -2.548301, 4.232, 3.0830083, -0.74675035, -2.6056368, 1.4689997
1565633122192, 6.0620265, 2.3638844, -2.4165747, 5.031936, 3.1258285, -0.88203895, -2.5843315, 1.5211977
1565633122193, 4.5963597, 2.8452833, -2.7135572, 2.3806496, 3.161809, -1.0801781, -2.5268073, 1.5638082
1565633122201, 5.3975363, 3.527864, -2.8572583, 2.919529, 3.135093, -1.3049489, -2.3840618, 1.562743
1565633122202, 5.0964513, 3.7027004, -2.912344, 1.9447559, 3.1430745, -1.5691346, -2.2168152, 1.5819178
1565633122212, 5.382608, 4.0571632, -2.8548634, 2.088457, 3.107432, -1.8077538, -2.0005667, 1.5446335
1565633122212, 6.5102663, 4.670288, -3.046465, 3.3602126, 3.069901, -2.0240026, -1.7715348, 1.4796523
1565633122222, 7.3523126, 5.4414845, -3.295547, 3.6859353, 3.0383763, -2.1475732, -1.6181368, 1.4146712
1565633122223, 10.390733, 6.1480155, -3.4823585, 7.6185575, 2.9395509, -2.183792, -1.4487597, 1.3315805
1565633122232, 10.785436, 6.6509695, -3.8344264, 7.575447, 2.8157175, -2.118811, -1.3912354, 1.2261194
1565633122232, 14.280221, 7.053333, -3.8344264, 11.809842, 2.5866494, -1.9611518, -1.2772521, 1.1014835
1565633122243, 13.375154, 6.710845, -4.0571632, 10.835069, 2.409024, -1.7907095, -1.2634037, 1.0002834
1565633122244, 15.526675, 6.327642, -3.796106, 13.661192, 2.2388966, -1.5712651, -1.2793826, 0.95234644
1565633122252, 14.346741, 5.6738014, -4.0020776, 12.554693, 2.1719313, -1.4136059, -1.3667343, 0.922519
1565633122253, 14.2201185, 5.362449, -4.0763235, 12.523558, 2.160447, -1.2442288, -1.5041534, 0.9257148
1565633122262, 13.451447, 4.631968, -3.9014869, 12.0110235, 2.2005703, -1.1206582, -1.639442, 0.94808537
1565633122263, 12.07668, 4.0499783, -3.551814, 10.808723, 2.2747679, -1.0546118, -1.7374463, 1.0215886
1565633122272, 11.604478, 3.8416114, -3.5015187, 10.375225, 2.33227, -1.0301107, -1.784318, 1.0929613
1565633122273, 9.491475, 3.9829175, -3.6212697, 7.817344, 2.429616, -1.0418286, -1.865278, 1.1568772
1565633122282, 10.043869, 4.3182206, -3.527864, 8.353828, 2.5329573, -1.1121361, -1.9313245, 1.2037488
1565633122283, 7.9516315, 4.3445654, -3.537444, 5.6426663, 2.6562994, -1.2271847, -2.0037625, 1.2389026
1565633122293, 8.566502, 4.8523097, -3.4057178, 6.183941, 2.7584631, -1.3315805, -2.05383, 1.2719258
1565633122294, 7.691179, 5.0606766, -3.5613942, 4.567302, 2.874534, -1.5116103, -2.0900488, 1.2687299
1565633122303, 7.730769, 5.508545, -3.5973196, 4.0595584, 2.9771852, -1.6767262, -2.107093, 1.2697952
1565633122304, 7.878677, 5.625901, -3.6380348, 4.145779, 3.0634527, -1.8727349, -2.0698087, 1.2623384
1565633122312, 7.5907874, 5.7935524, -3.9948928, 2.8452833, 3.1562486, -2.0548952, -2.026133, 1.2783173
1565633122313, 8.446594, 5.724097, -4.045188, 4.7133985, 3.1792483, -2.1848574, -1.9249328, 1.2761868
1565633122323, 8.219882, 5.7839723, -4.4283915, 3.8080812, 3.235815, -2.3148196, -1.8642128, 1.2793826
1565633122323, 9.259423, 5.831873, -4.897815, 5.2666483, 3.2672815, -2.380866, -1.8503643, 1.2580773
1565633122332, 10.347515, 6.080955, -5.249883, 6.5216384, 3.2987084, -2.3915186, -1.8940402, 1.2548815
1565633122332, 11.370611, 6.100115, -5.4103494, 7.92512, 3.3065805, -2.340386, -1.9781961, 1.2420983
1565633122343, 12.198633, 6.08814, -5.5708156, 8.983719, 3.2554233, -2.2306638, -2.014415, 1.2506205
1565633122344, 12.788021, 6.1073003, -5.858218, 9.587264, 3.1616104, -2.066613, -2.0378509, 1.2538162
1565633122353, 13.457372, 6.09772, -6.047425, 10.360855, 3.0540853, -1.861017, -2.0793962, 1.2410331
1565633122353, 14.17255, 5.872588, -6.246211, 11.285333, 3.0055566, -1.6735305, -2.1582258, 1.2548815
1565633122363, 12.7753725, 5.518125, -6.248606, 9.68067, 3.048376, -1.4892397, -2.3254724, 1.2911005
1565633122364, 13.508852, 5.000801, -5.9468336, 11.050621, 3.12455, -1.3401027, -2.4778051, 1.3518206
1565633122373, 11.325783, 4.5002418, -5.9707837, 8.50711, 3.2209668, -1.252751, -2.606702, 1.417867
1565633122374, 11.087291, 4.5074267, -5.846243, 8.272398, 3.291372, -1.1888351, -2.6865969, 1.4839134
1565633122383, 10.22458, 4.517007, -5.980364, 6.9551373, 3.35355, -1.1952267, -2.7206855, 1.5542208
1565633122384, 9.505703, 4.8259645, -6.128855, 5.4319043, 3.3937783, -1.220793, -2.7206855, 1.6202673
1565633122394, 9.665775, 4.9576907, -6.0522146, 5.6761966, 3.4014635, -1.2804478, -2.6620958, 1.6863136
1565633122394, 8.747284, 5.0846267, -6.1791506, 3.532654, 3.43858, -1.3677995, -2.6226811, 1.7534252
1565633122404, 9.46386, 5.3169436, -6.198311, 4.782854, 3.4312236, -1.4562165, -2.5268073, 1.8077538
