TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1565633627239, 9.020384, 2.4213648, -3.5685792, 7.9227247, 1.8487225, -0.7392935, -1.6884441, 0.14274544
1565633627240, 10.41071, 2.3974147, -3.542234, 9.491463, 1.8848526, -0.7105314, -1.736381, 0.18109496
1565633627245, 9.312316, 2.8309133, -3.8008962, 8.01613, 1.9808047, -0.71479243, -1.8343854, 0.21837921
1565633627246, 11.071434, 3.66438, -4.3397756, 9.503438, 2.202863, -0.6625945, -2.0921793, 0.19068234
1565633627255, 11.029641, 4.0978785, -4.4834766, 9.206455, 2.2813623, -0.58056915, -2.202967, 0.12037488
1565633627257, 10.064235, 3.1159205, -3.3362625, 8.969349, 2.2321076, -0.50813115, -2.1688783, 0.14168017
1565633627265, 9.28903, 2.3806496, -2.7183473, 8.557405, 2.2446344, -0.49960902, -2.179531, 0.19600865
1565633627265, 8.733143, 3.03928, -3.2141163, 7.5299416, 2.297418, -0.47830373, -2.2370553, 0.21198763
1565633627276, 10.2277155, 4.0116577, -3.786526, 8.612491, 2.3797832, -0.48469532, -2.3233418, 0.17470337
1565633627276, 8.931377, 4.4259963, -4.167334, 6.543194, 2.5415833, -0.535828, -2.481001, 0.13102753
1565633627286, 9.726607, 4.536167, -3.8727467, 7.683223, 2.6061895, -0.5816344, -2.538525, 0.099069595
1565633627287, 7.988539, 4.1050634, -3.7242556, 5.752837, 2.6489158, -0.6775082, -2.5587652, 0.10226539
1565633627296, 8.468001, 3.9469924, -3.7625759, 6.478528, 2.6854002, -0.77231675, -2.569418, 0.113983296
1565633627296, 8.603336, 4.2918754, -4.0499783, 6.2605815, 2.681879, -0.8309063, -2.5481126, 0.0958738
1565633627306, 9.007552, 4.6128078, -3.9565725, 6.6485744, 2.6852853, -0.8788432, -2.5363946, 0.07137272
1565633627307, 9.367344, 4.8499146, -3.9350173, 6.981482, 2.696839, -0.9235843, -2.5331988, 0.053263225
1565633627315, 9.431139, 4.89542, -3.8679566, 7.072493, 2.6331036, -0.96299905, -2.4501083, 0.053263225
1565633627316, 9.45402, 4.8163843, -3.9733377, 7.0988383, 2.581124, -1.0237192, -2.368083, 0.07989483
1565633627326, 9.652378, 4.7972245, -4.3086405, 7.182664, 2.549971, -1.0663297, -2.3148196, 0.083090626
1565633627326, 9.998155, 4.981641, -4.282295, 7.537127, 2.558243, -1.087635, -2.3137543, 0.09054748
1565633627336, 10.879159, 5.261858, -4.390071, 8.449629, 2.5537066, -1.0844392, -2.3105586, 0.082025364
1565633627336, 10.401443, 5.0774417, -4.3493557, 7.9682302, 2.5513368, -1.087635, -2.3052323, 0.1107875
1565633627346, 10.379768, 4.9481106, -4.2918754, 8.052056, 2.5581837, -1.0727214, -2.3180156, 0.14274544
1565633627347, 11.196556, 4.991221, -4.3301954, 9.038804, 2.5284278, -1.051416, -2.2935145, 0.165116
1565633627356, 10.255028, 5.134922, -4.6271777, 7.575447, 2.5119963, -1.0215886, -2.2871227, 0.18855181
1565633627357, 11.363902, 5.017566, -4.4667115, 9.16574, 2.4455607, -1.0024139, -2.2178805, 0.23861924
1565633627366, 9.557042, 4.4834766, -4.6607084, 7.0365677, 2.402761, -1.0013486, -2.163552, 0.29933932
1565633627368, 10.388665, 4.277505, -4.512217, 8.322693, 2.3381524, -0.9800433, -2.0879183, 0.3834952
1565633627376, 9.206408, 3.8655617, -4.5577226, 7.0030375, 2.3566725, -1.0077401, -2.0762005, 0.47723848
1565633627377, 9.447448, 3.9709425, -4.7157936, 7.158714, 2.3798335, -1.0013486, -2.0857878, 0.5571333
1565633627386, 9.318427, 3.666775, -4.521797, 7.2760696, 2.4328198, -1.0418286, -2.098571, 0.65513766
1565633627388, 8.28276, 3.530259, -4.6774735, 5.853428, 2.503344, -1.0663297, -2.1337247, 0.7595336
1565633627396, 9.066744, 3.3650026, -4.5601172, 7.077283, 2.5992641, -1.1142666, -2.1742048, 0.8873653
1565633627397, 7.372933, 3.2524366, -4.7876444, 4.567302, 2.739647, -1.1590078, -2.2700787, 1.0045444
1565633627407, 8.8619, 3.3458424, -4.6918435, 6.7324004, 2.8616028, -1.2080098, -2.3446472, 1.1100056
1565633627407, 6.987536, 3.2476466, -4.9241605, 3.7458107, 3.076055, -1.2879047, -2.51722, 1.2112057
1565633627419, 8.377402, 3.3051271, -4.9313455, 5.910908, 3.2453196, -1.3486248, -2.6322684, 1.3358417
1565633627420, 7.371378, 3.4464333, -5.1828227, 3.9493873, 3.4303682, -1.4263891, -2.7590349, 1.4562165
1565633627427, 7.893686, 3.5613942, -5.3408937, 4.5936475, 3.5902786, -1.4689997, -2.8815403, 1.5584819
1565633627428, 8.615115, 3.8895118, -5.5540504, 5.3145485, 3.750637, -1.5084145, -3.0178943, 1.6383767
1565633627438, 9.201317, 4.8139896, -5.8845634, 5.1828227, 3.863131, -1.506284, -3.134008, 1.6831179
1565633627438, 10.632914, 5.6187162, -6.191126, 6.569539, 3.9065578, -1.4636734, -3.2032502, 1.6905746
1565633627447, 11.015864, 6.2677665, -6.5360084, 6.2725563, 3.913659, -1.3646038, -3.2618399, 1.6777915
1565633627447, 12.799862, 6.8593364, -6.7371902, 8.449629, 3.8531742, -1.2463595, -3.246926, 1.6586168
