TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1565633729762, 8.64727, 2.6417067, 0.74006104, 8.200547, 0.68191737, 0.23861924, -0.45699844, 0.4463458
1565633729762, 8.354566, 2.818938, 0.69216067, 7.8341093, 0.7318444, 0.23116238, -0.5336975, 0.44421527
1565633729770, 8.127381, 2.9746144, 0.7113208, 7.5299416, 0.7603407, 0.2130529, -0.5933523, 0.4250405
1565633729772, 7.791199, 2.9458742, 0.732876, 7.175479, 0.7756186, 0.15765914, -0.63915867, 0.4101268
1565633729782, 7.5776095, 3.06802, 0.7041358, 6.8928666, 0.79017925, 0.09161274, -0.6711166, 0.406931
1565633729783, 7.1730294, 3.0943654, 0.68018556, 6.4354177, 0.7977935, 0.00958738, -0.69774824, 0.386691
1565633729793, 6.9387403, 3.187771, 0.71371585, 6.1216702, 0.8014627, -0.10333065, -0.7041398, 0.3685815
1565633729793, 6.91577, 3.412903, 0.68737066, 5.975574, 0.8299832, -0.21092236, -0.71798825, 0.35899413
1565633729801, 6.952189, 3.65959, 0.62989014, 5.877378, 0.91820914, -0.32810146, -0.8000136, 0.3089267
1565633729801, 7.8327575, 4.960086, 0.51492923, 6.0402393, 0.97571015, -0.44528055, -0.83942837, 0.221575
1565633729813, 7.499469, 4.28469, 0.4167334, 6.1408305, 0.965283, -0.5400891, -0.7797736, 0.17896444
1565633729814, 7.4279604, 3.4991236, 0.38559815, 6.5407987, 0.97771835, -0.6135923, -0.7435546, 0.16298546
1565633729821, 7.7272058, 3.2069314, 0.33769777, 7.0221977, 0.97659713, -0.66365975, -0.6945524, 0.17576863
1565633729821, 8.94904, 2.818938, 0.366438, 8.485555, 0.9690453, -0.6785734, -0.66152924, 0.20240025
1565633729831, 7.9695015, 2.2561085, 0.29698244, 7.6377177, 0.9740706, -0.6764429, -0.6530071, 0.2545982
1565633729831, 9.29261, 2.0525317, 0.22273682, 9.060359, 0.9715293, -0.66365975, -0.6412892, 0.30360037
1565633729843, 9.036181, 1.7124391, 0.15088624, 8.871153, 0.9763903, -0.6380934, -0.6380934, 0.37284255
1565633729843, 9.243501, 1.6693287, -0.019160157, 9.091495, 0.9771495, -0.5901565, -0.6359629, 0.4495416
1565633729852, 9.725159, 1.3867164, -0.06227051, 9.625584, 0.98847187, -0.5581986, -0.624245, 0.5251754
1565633729852, 8.876266, 1.2621753, -0.14130616, 8.784932, 1.0000076, -0.4889564, -0.62317973, 0.6103965
1565633729861, 10.264698, 1.334026, -0.2706372, 10.174044, 0.9916056, -0.42184472, -0.5933523, 0.67324716
1565633729862, 8.78993, 1.468147, -0.47900394, 8.653206, 1.0404624, -0.37071204, -0.65194184, 0.721184
1565633729871, 10.116455, 1.7890797, -0.2562671, 9.953702, 1.0782965, -0.30253512, -0.68176925, 0.77870834
1565633729871, 9.107117, 2.1746778, -0.25387207, 8.840017, 1.1219066, -0.2545982, -0.75101143, 0.793622
1565633729883, 9.432094, 2.687212, -0.0023950196, 9.041199, 1.1757677, -0.21198763, -0.8511463, 0.78296936
1565633729884, 9.437325, 3.1255007, -0.031135255, 8.904683, 1.227578, -0.21198763, -0.9321064, 0.7701862
1565633729892, 8.739172, 3.7386258, -0.07185059, 7.8987746, 1.2960788, -0.20133498, -1.0460896, 0.73822826
1565633729892, 9.639249, 3.9350173, 0.05508545, 8.799302, 1.3451595, -0.2247708, -1.1291803, 0.6956177
1565633729901, 7.885241, 3.9134622, 0.09101075, 6.844966, 1.4287441, -0.25885928, -1.2367721, 0.6668556
1565633729902, 9.040783, 3.8775368, 0.2802173, 8.162227, 1.4640721, -0.3110572, -1.2825783, 0.63383234
1565633729915, 7.3963847, 3.666775, 0.17723145, 6.4210477, 1.5213729, -0.3685815, -1.3390374, 0.62104917
1565633729915, 8.06265, 3.7458107, 0.32332766, 7.1323686, 1.549049, -0.42290998, -1.3560816, 0.6178534
1565633729926, 7.710228, 3.779341, 0.17962648, 6.71803, 1.5876147, -0.47723848, -1.3880396, 0.60507023
1565633729926, 8.090357, 3.9398074, 0.11496094, 7.065308, 1.6339623, -0.5187838, -1.4263891, 0.60507023
1565633729933, 8.381578, 3.9829175, 0.086220704, 7.3742657, 1.6446434, -0.5294364, -1.4391723, 0.5944176
1565633729933, 8.636665, 4.009263, 0.0, 7.6496925, 1.6547604, -0.5400891, -1.442368, 0.60507023
1565633729945, 8.916864, 4.021238, 0.0, 7.95865, 1.6321384, -0.5368933, -1.4189322, 0.6018744
1565633729945, 9.1116085, 4.191284, -0.019160157, 8.090376, 1.61568, -0.5091964, -1.4125407, 0.5965481
1565633729954, 9.388568, 4.533772, -0.16286133, 8.2197075, 1.5836341, -0.4878911, -1.3848438, 0.5933523
1565633729954, 9.326449, 4.488267, -0.244292, 8.171807, 1.5580697, -0.46232477, -1.3635385, 0.5954828
1565633729964, 9.407747, 4.5409575, -0.2921924, 8.234077, 1.5228759, -0.4463458, -1.3347764, 0.5816344
1565633729964, 9.3132, 4.639153, -0.26345217, 8.071217, 1.4754148, -0.41971418, -1.2964269, 0.5656554
1565633729975, 9.038314, 4.6966333, -0.21794678, 7.719148, 1.4304233, -0.43569317, -1.2399678, 0.56459016
1565633729975, 8.618459, 4.6032276, -0.086220704, 7.28565, 1.3923903, -0.4708469, -1.1835088, 0.56245965
1565633729986, 8.07903, 4.598438, -0.33530274, 6.6342044, 1.3369858, -0.5294364, -1.0961571, 0.55287224
1565633729986, 7.718619, 4.5864625, -0.4263135, 6.1935205, 1.2766389, -0.6263755, -0.9683254, 0.5475459
1565633729994, 7.379928, 4.5960426, -0.366438, 5.7624173, 1.2353187, -0.74035877, -0.8213189, 0.55074173
1565633729995, 7.2599807, 4.502637, -0.39996827, 5.6809864, 1.2075143, -0.8479505, -0.6583334, 0.55287224
1565633730007, 7.2996683, 4.505032, -0.41194338, 5.728887, 1.2132782, -0.96299905, -0.5006743, 0.5422196
1565633730008, 7.604308, 4.478687, -0.5125342, 6.1240654, 1.2517194, -1.0386329, -0.41864893, 0.5592638
1565633730015, 8.265581, 4.6128078, -0.62031007, 6.830596, 1.2767456, -1.0929613, -0.37923414, 0.5400891
1565633730016, 9.172459, 4.9696655, -0.46942386, 7.695198, 1.2927313, -1.1153319, -0.41758367, 0.5028048
