TimeStamp(epoch),mAccelerometerMagnitude(m/s^2),mAccelerometerX(m/s^2),mAccelerometerY(m/s^2),mAccelerometerZ(m/s^2),mGyroscopeMagnitude(rad/s),mGyroscopeX(rad/s),mGyroscopeY(rad/s),mGyroscopeZ(rad/s) 
1566316313730, 10.283057, 2.7758276, 3.3051271, 9.333391, 0.2130156, -0.096939065, -0.16724652, -0.08948222
1566316313734, 9.513933, 1.6357985, 3.05844, 8.859178, 0.20815223, -0.068176925, -0.18961707, -0.05219796
1566316313737, 9.609216, 1.6094532, 3.06323, 8.964559, 0.21570487, -0.043675844, -0.20772657, -0.03834952
1566316313745, 9.531235, 1.7699195, 3.05844, 8.851993, 0.24233302, -0.011717909, -0.24181503, -0.010652645
1566316313745, 9.479226, 1.7627344, 3.1278956, 8.772957, 0.27226418, 0.0031957934, -0.27164245, 0.018109497
1566316313758, 9.348471, 1.7555494, 3.3290772, 8.557405, 0.291581, 0.0063915867, -0.28868666, 0.040480047
1566316313758, 9.17532, 1.7004639, 3.3147073, 8.384964, 0.315005, 0.024501082, -0.30679616, 0.06711166
1566316313768, 9.070569, 1.7986598, 3.3171022, 8.248447, 0.32490566, 0.015978966, -0.3153183, 0.07669904
1566316313768, 9.020575, 1.8968556, 3.420088, 8.128696, 0.32508722, -0.002130529, -0.3089267, 0.101200126
1566316313777, 8.777799, 1.8896705, 3.4248781, 7.8580594, 0.33888638, -0.015978966, -0.31638354, 0.12037488
1566316313778, 8.50842, 1.8274, 3.3673975, 7.5970025, 0.34014145, -0.051132694, -0.30786142, 0.13528858
1566316313788, 8.322733, 1.7603394, 3.412903, 7.3838453, 0.36105236, -0.084155895, -0.314253, 0.15659387
1566316313788, 8.271699, 1.8992506, 3.4608033, 7.2688847, 0.3873185, -0.128897, -0.31957933, 0.1768339
1566316313798, 7.6326833, 1.9184108, 3.4344583, 6.5407987, 0.43766037, -0.18642128, -0.350472, 0.18429075
1566316313799, 8.802131, 2.179468, 3.5685792, 7.7454934, 0.46042725, -0.21731395, -0.36112466, 0.18535602
1566316313807, 8.224967, 2.3423293, 3.5661843, 7.031778, 0.49254403, -0.26844665, -0.37710363, 0.16831179
1566316313808, 8.559069, 2.5866213, 3.5757644, 7.33355, 0.5201349, -0.30466563, -0.3930826, 0.15233281
1566316313818, 9.026126, 2.7494826, 3.6907253, 7.7646537, 0.54275614, -0.35473305, -0.3930826, 0.11930962
1566316313818, 8.626793, 2.9458742, 3.66438, 7.2329593, 0.55679303, -0.37816888, -0.4016047, 0.07563378
1566316313828, 9.755472, 3.163821, 3.7098854, 8.449629, 0.5447013, -0.38029942, -0.3888215, 0.029827405
1566316313828, 8.945728, 3.0991554, 3.6452198, 7.558682, 0.5577898, -0.3888215, -0.39947417, -0.01917476
1566316313839, 9.991975, 3.051255, 3.6021094, 8.806487, 0.5346843, -0.37816888, -0.37390783, -0.05539375
1566316313839, 9.091539, 2.7782228, 3.4991236, 7.917935, 0.5292649, -0.36964676, -0.3685815, -0.08735169
1566316313848, 9.538159, 2.7303224, 3.5110989, 8.4376545, 0.5330614, -0.3717773, -0.36325517, -0.11824436
1566316313848, 9.4137125, 2.4668703, 3.5757644, 8.351434, 0.52424544, -0.37710363, -0.33768883, -0.13635385
1566316313858, 8.754011, 2.311194, 3.4536183, 7.704778, 0.5373675, -0.3920173, -0.34088463, -0.13741912
1566316313859, 9.653538, 2.1722827, 3.5254688, 8.720266, 0.5326493, -0.40906155, -0.30253512, -0.15765914
1566316313868, 8.663618, 2.0525317, 3.4584084, 7.673643, 0.547605, -0.41971418, -0.30999196, -0.16618125
1566316313869, 9.995079, 1.9375709, 3.420088, 9.189691, 0.5181228, -0.4016047, -0.2727077, -0.18109496
1566316313879, 8.934073, 1.7579445, 3.3051271, 8.111932, 0.5143628, -0.4048005, -0.26631612, -0.17257284
1566316313879, 9.769305, 1.7771046, 3.2859669, 9.026829, 0.48971006, -0.38242993, -0.25033715, -0.17576863
1566316313889, 9.521746, 1.4849122, 3.178191, 8.851993, 0.47673765, -0.37603834, -0.25033715, -0.15233281
